timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-23T23:38:43,AI-Energy-Tracker,af927d94-2c5c-410d-8f3d-fce512a9f861,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0116087999999763,7.34747634093099e-10,6.329229843692695e-08,60.0,0.0,10.0,1.729383333331687e-07,0.0,1.3671111111079882e-08,1.8660944444424858e-07,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:38:50,AI-Energy-Tracker,5d65ec16-45fb-4076-9b66-0658b671822c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0093709000000217,6.27475490104575e-10,6.696000278555108e-08,60.0,0.0,10.0,1.471050000001621e-07,0.0,1.2259722222217482e-08,1.593647222223796e-07,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:38:56,AI-Energy-Tracker,31066aab-dbb5-4ed7-83a6-4de80fc8df70,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1411415999999974,1.9398647077372247e-06,1.3744103139947826e-05,60.0,0.0,10.0,2.339130000000011e-06,0.0,3.798961111111037e-07,2.7190261111111147e-06,India,IND,national capital territory of delhi,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,77.2373,28.6542,5.739498138427734,machine,N,1.0
2025-10-23T23:39:03,AI-Energy-Tracker,3b8ce26c-d21e-4523-a274-c67e21f85729,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1104610999999806,8.362642400026756e-09,7.57066732091951e-08,60.0,0.0,10.0,1.830991666666648e-06,0.0,2.929322222222197e-07,2.123923888888868e-06,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:11,AI-Energy-Tracker,691deb74-ecdb-40be-9776-d56294739a66,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6454983000000141,4.93072935680692e-08,7.638640344686909e-08,60.0,0.0,10.0,1.0742653333333388e-05,0.0,1.7802950000000491e-06,1.2522948333333438e-05,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:18,AI-Energy-Tracker,e967e28a-5eda-4dc5-a4f7-8b2c39a119b3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2054784999999981,1.565165011252894e-08,7.617171680992944e-08,60.0,0.0,10.0,3.41583833333298e-06,0.0,5.593302777777846e-07,3.975168611110765e-06,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:25,AI-Energy-Tracker,d522c66f-4d46-4665-8da8-f194f78d9f9d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0203963999999814,1.4171142281059827e-09,6.9478644668043e-08,60.0,0.0,10.0,3.174399999996543e-07,0.0,4.2475277777735224e-08,3.599152777773895e-07,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:32,AI-Energy-Tracker,1ea68736-ab3b-42ff-b0cd-9d34af373822,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7739235999999892,1.0719036832863675e-05,1.3850251927792132e-05,60.0,0.0,10.0,1.2886304999999728e-05,0.0,2.1381144444444227e-06,1.5024419444444149e-05,India,IND,national capital territory of delhi,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,77.2373,28.6542,5.739498138427734,machine,N,1.0
2025-10-23T23:39:39,AI-Energy-Tracker,a3668ad6-e325-48f2-a1f2-d69f8d36b622,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0113042999999777,7.645468493856806e-10,6.763327666349859e-08,60.0,0.0,10.0,1.748866666664147e-07,0.0,1.929111111107002e-08,1.941777777774847e-07,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:46,AI-Energy-Tracker,33a95c2b-3acf-4cf0-b674-2aad9bfd7914,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0072844999999972,4.6119770620240487e-10,6.331219798237063e-08,60.0,0.0,10.0,1.090050000001952e-07,0.0,8.128888888907998e-09,1.171338888891032e-07,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
2025-10-23T23:39:54,AI-Energy-Tracker,d5366e4d-f57b-488d-903f-2c482b32ebd1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1556268000000216,1.1811453696054787e-08,7.589601338621077e-08,60.0,0.0,10.0,2.5797683333337315e-06,0.0,4.2007638888890143e-07,2.9998447222226327e-06,Canada,CAN,quebec,,,Windows-10-10.0.26200-SP0,3.9.13,3.0.7,8,AMD Ryzen 3 7320U with Radeon Graphics,,,-71.2,46.8,5.739498138427734,machine,N,1.0
